id,projectCode,title,agency,ministry,category,state,approvalDate,startDate,targetDoC,revisedDoC,originalCostCr,revisedCostCr,spentCr,physicalProgress,financialProgress,costOverrunCr,costOverrunPct,delayMonths,riskScore,trustScore,status,statusLabel,divergenceGap
1066,618517,4/6L of Bangalore - Pune Section of bypass connecting Dharwad - Hubli from km. 403.80 to km. 433.20,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,12/2021,03/2023,09/2025,05/2027,1135.39,763.36,744.42,83.19,97.52,-372.03,-32.77,20,35,65,delayed,Watchlist (Amber),-14.33
1067,618518,Davanagere - Haveri of NH-48 Old NH-4 from km. 260.00 to km. 338.923,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,01/2017,01/2018,07/2020,12/2026,1454.67,1805.84,1273.5,98.87,70.52,351.17,24.14,77,65,35,critical,High Risk (Critical),28.35
1068,618520,4L of km 0.00 to km 42.00 of Dobbaspet to Doddaballapura Bypass section of NH-648 old NH-207] [Bangalore Ring Road Pkg 1],NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,08/2020,04/2021,04/2023,09/2026,1438.74,1786.57,1294.84,99.2,72.48,347.83,24.18,41,65,35,critical,High Risk (Critical),26.72
1069,618630,6L of MH/KN Border Nimbal Village to KN/TS Border Singnodi Village from Km. 26.000 to Km. 97.000 in Gulbarga of NH-150C Pkg-II,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,02/2022,12/2022,06/2025,12/2026,2355.56,1923.3,1012.1,81.35,52.62,-432.26,-18.35,18,25,75,delayed,Watchlist (Amber),28.73
1070,618649,4 Lane with PS from Des. Ch 228.500 to Des. Ch. 273.400 of Belgaum-Hungund- Raichur Section of NH 748 A Package-6,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,03/2023,11/2024,11/2026,06/2027,1246.15,1012.78,399.31,53.8,39.43,-233.37,-18.73,7,10,90,delayed,Watchlist (Amber),14.37
1071,618650,4 Lane with PS from Des. Ch 89.900 to Des. Ch. 136.100 of Belgaum-Hungund- Raichur Section of NH-748A Package-3,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,01/2024,04/2025,04/2027,02/2028,1363.9,1219.62,306.09,24.5,25.1,-144.28,-10.58,10,10,90,delayed,Watchlist (Amber),-0.6
1072,618651,4 Lane with PS from Des. Ch 43.800 to Des. Ch. 89.900 of Belgaum-Hungund- Raichur Section of NH-748A Package-2,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,02/2024,03/2025,02/2027,07/2027,1427.88,1293.94,594.55,58.7,45.95,-133.94,-9.38,5,10,90,delayed,Watchlist (Amber),12.75
1073,618697,4LPS Access Controlled Highway of Bellary Bypass Balance work from Ch. 254750 to Ch. 266837 and construction of 4LPS from Ch. 277.690 to Ch. 278.690 at D. Hirehal Village Balance work of NH 150A of Bellary Byrapura Section,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,02/2024,08/2024,07/2026,10/2027,626.01,284.05,113.26,38.97,39.87,-341.96,-54.63,15,25,75,delayed,Watchlist (Amber),-0.9
1074,618702,4L of Addahole Near Gundya to Bantwal Cross section Pkg-02 from Design Km 270.270 to Design km 318.55 including flyover at Kalladka Town including approaches from Km. 311.57 to Km. 313.67 of NH-75 Old NH-48,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,12/2020,11/2021,11/2023,04/2027,1660.19,1318.24,1452.0,94.21,110.15,-341.95,-20.6,41,50,50,critical,High Risk (Critical),-15.94
1075,618706,Bangalore-Nidagatta Pkg. I,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,02/2018,05/2019,11/2021,09/2026,3496.01,4087.42,4315.21,99.19,105.57,591.41,16.92,58,65,35,critical,High Risk (Critical),-6.38
1076,618707,Additional works under BM1 to ensure road safety under 6L of Bengaluru Mysuru Access control with close toll from Km.17.300 to Km.136.300 of NH-275,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,11/2024,01/2026,01/2028,05/2028,738.37,738.37,32.83,12.67,4.45,0.0,0.0,4,10,90,delayed,Watchlist (Amber),8.22
1077,618709,4L of Left-Over Works of Hospet-Bellary -Karnataka/AP border from Km.280.080 Dec.Ch. to Km.375450Des.Ch. of NH-63 New-67,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,03/2023,05/2023,05/2025,04/2028,1340.15,992.6,929.02,92.51,93.59,-347.55,-25.93,35,25,75,critical,High Risk (Critical),-1.08
1078,618799,Belakeri Port to Kumta - Sirsi road from km 0.00 - km 4.265 of Belekeri Port Road Link Rd. and km 4.965 - km 60.00 of SH-69,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,03/2018,12/2020,12/2022,11/2026,440.16,456.79,471.12,95.23,103.14,16.63,3.78,47,50,50,critical,High Risk (Critical),-7.91
1079,618870,4L PS from near Hemmige Village Periyapatna - Hassan Road Jn. to near Hunsur - KR Nagar Jn section from Km. 144.900 to Km. 169.000 of NH-275 Pkg. III,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,02/2023,04/2025,04/2027,01/2028,883.62,1726.65,447.11,27.8,25.89,843.03,95.41,9,50,50,critical,High Risk (Critical),1.91
1080,618871,4L PS from Near Guddehosur to Start of Kushalnagara Bypass to near Hemmige Village Periyapatna - Hassan Road Jn from Km. 122.200 to Km. 144.900 of NH-275 Pkg. II,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,02/2023,12/2025,12/2027,05/2028,909.86,896.42,325.85,14.53,36.35,-13.44,-1.48,5,20,80,delayed,Watchlist (Amber),-21.82
1081,618872,4L PS from near Hunsur - KR Nagar Junction to near Yalachahalli village KR Nagara - Yelawala Road Junction fcrom Km 169.000 to Km 195.550 of NH-275 Pkg-IV,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,02/2023,04/2025,04/2027,03/2028,1062.76,952.03,272.55,19.58,28.63,-110.73,-10.42,11,10,90,delayed,Watchlist (Amber),-9.05
1082,618873,4L PS from near Yalachahalli village KR Nagara - Yelawala Road junction to Srirangapatna Bypass Near Paschima Vahini from km 195.550 to Km 214.535 of NH- 275 Pkg-V,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,01/2023,04/2025,04/2027,04/2028,1272.71,1203.2,462.59,17.36,38.45,-69.51,-5.46,12,20,80,delayed,Watchlist (Amber),-21.09
1083,618887,4L of Bettadahalli- Shivamogga section from Km.170.415 to km. 226.750 of NH-206 Tumkur- Shivamogga Pkg-IV,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,01/2019,10/2021,10/2023,03/2027,2082.98,2545.11,1645.24,84.25,64.64,462.13,22.19,41,65,35,critical,High Risk (Critical),19.61
1084,618896,4L of Sannur to Bikarnakatte section from Km 691.350 to Km 736.362 of NH-169 Karkala - Mangalore Package-III,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,03/2021,10/2022,10/2024,04/2027,1386.41,2038.71,1251.68,76.1,61.4,652.3,47.05,30,65,35,critical,High Risk (Critical),14.7
1085,619065,4L Expressway from Km 26.400 to km 53.500 of Malur to Bangarpet section of Bangalore-Chennai Expressway Phase-I Package-II,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,12/2020,09/2021,09/2023,09/2026,1745.0,1729.63,1103.49,99.8,63.8,-15.37,-0.88,36,25,75,critical,High Risk (Critical),36.0
1086,619071,Tumkur - Nelamangala 6L,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,03/2021,08/2022,08/2025,03/2027,2032.15,1664.2,1086.24,61.36,65.27,-367.95,-18.11,19,25,75,delayed,Watchlist (Amber),-3.91
1087,619072,Bangalore/TN border to Hoskote,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,02/2022,02/2023,02/2025,11/2026,1181.68,1297.76,1153.14,94.89,88.86,116.08,9.82,21,35,65,delayed,Watchlist (Amber),6.03
1088,619073,4L of 42.000 to km 80.00 of Dodaballapur Bypass to Hoskote section of NH-648 Old NH-207 [Bangalore Ring Road Pkg 2],NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,02/2020,02/2021,02/2023,09/2026,1317.74,1846.52,1367.2,99.2,74.04,528.78,40.13,43,80,20,critical,High Risk (Critical),25.16
1089,619096,Goa / Karnataka Km.93.700 to Kundapur Km.283.30,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,07/2012,03/2014,08/2016,10/2026,1644.92,1990.99,1849.51,97.94,92.89,346.07,21.04,122,65,35,critical,High Risk (Critical),5.05
1090,619106,4 Lane with PS from Des. Ch 182.300 to Des. Ch. 228.500 of Belgaum-Hungund- Raichur Section of NH 748 A Package-5,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,03/2023,11/2024,11/2026,08/2027,1141.88,868.65,255.41,40.63,29.4,-273.23,-23.93,9,10,90,delayed,Watchlist (Amber),11.23
1091,619107,4 Lane with PS from Des. Ch 136.100 to Des. Ch. 182.300 of Belgaum-Hungund- Raichur Section of NH-748A Package-4,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,02/2024,09/2025,09/2027,04/2028,1311.41,1123.35,227.73,15.0,20.27,-188.06,-14.34,7,10,90,delayed,Watchlist (Amber),-5.27
1092,619108,4 Lane with PS from Des. Ch 0.000 to Des. Ch. 43.800 of Belgaum-Hungund-Raichur Section of NH-748A Package-1,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,02/2024,06/2025,06/2027,10/2027,1452.43,1256.55,490.31,40.21,39.02,-195.88,-13.49,4,10,90,delayed,Watchlist (Amber),1.19
1093,619117,Hassan km 184.912 to Maranahally km 230.060 of NH - 75 in Karnataka,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,12/2015,03/2017,03/2019,08/2026,1021.57,1091.4,1068.91,97.8,97.94,69.83,6.84,89,50,50,critical,High Risk (Critical),-0.14
1094,619120,Nidagatta-Mysore Pkg II,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,02/2018,12/2019,06/2022,09/2026,2919.8,4113.89,3715.84,99.19,90.32,1194.09,40.9,51,80,20,critical,High Risk (Critical),8.87
1095,619138,Yekkambi-Haveri,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,09/2021,03/2022,03/2024,02/2028,294.62,309.9,94.8,24.7,30.59,15.28,5.19,47,50,50,critical,High Risk (Critical),-5.89
1096,619150,BRT Tiger Reserve Boundary Km.287.500 to Bangalore Section Km.458.420 of NH- 209 in Karnataka,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,04/2016,08/2017,08/2019,09/2026,2082.69,2859.93,2242.71,99.7,78.42,777.24,37.32,85,80,20,critical,High Risk (Critical),21.28
1097,619164,Belgaum-Khanapur Pkg I Km 0.000-Km 30.800 of NH-4A,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,03/2018,03/2019,09/2021,03/2027,1214.3,1195.74,917.82,75.72,76.76,-18.56,-1.53,66,40,60,critical,High Risk (Critical),-1.04
1098,619211,6L of MH/KN Border Nimbal Village to KN/TS Border Singnodi Village from Km. 97.000 to Km. 162.500 in Yadgir of NH-150C Pkg-III,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,03/2022,04/2023,10/2025,11/2026,2104.7,2065.83,984.28,73.9,47.65,-38.87,-1.85,13,25,75,delayed,Watchlist (Amber),26.25
1099,619214,4L of Channarayapatna Bypass and Hassan Bypass with structures in Devihalli - Hassan section,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,04/2020,01/2021,01/2023,10/2026,688.0,684.54,600.43,82.34,87.71,-3.46,-0.5,45,40,60,critical,High Risk (Critical),-5.37
1100,619218,4L Tumkur-Shimoga Pkg-I from Mallasandra to Karadi village of NH-206 from Km. 12.300 to Km. 65.195,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,02/2018,10/2019,10/2021,08/2026,1364.14,1692.12,1336.55,100.0,78.99,327.98,24.04,58,65,35,critical,High Risk (Critical),21.01
1101,619219,4L of Tumkur-Shimoga Pkg-II from Km 65.195 Karadi to Km 121.900 Banawara of NH-206,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,02/2018,10/2019,10/2021,12/2026,1505.85,1989.89,1298.78,99.98,65.27,484.04,32.14,62,80,20,critical,High Risk (Critical),34.71
1102,619220,Tumkur-Shimoga Pkg-III from Km 121.900 Banawara to Km 170.415 Bettadahalli of Old NH-206,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,02/2018,03/2021,03/2023,12/2026,1444.5,1834.81,872.97,98.0,47.58,390.31,27.02,45,65,35,critical,High Risk (Critical),50.42
1103,618070,Widening to 2 Lanes with paved shoulders from Km.87/000 to 133/720 Nattukal to Thanau Jn. in Palakkad of NH-966 Old NH-213 on EPC mode Basis under NHO Annual Plan 2016-17 in the state of Kerala,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Kerala,02/2017,08/2017,08/2019,06/2026,294.28,315.63,0.0,98.0,0.0,21.35,7.25,82,50,50,critical,High Risk (Critical),98.0
1104,618595,6L of Chengala - Neeleshwaram from km. 56.200 to km. 93.468,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Kerala,06/2020,10/2021,04/2024,03/2027,1746.45,2538.06,1447.45,90.82,57.03,791.61,45.33,35,65,35,critical,High Risk (Critical),33.79
1105,618596,6L of Taliparamba to Muzhappilangad from Km 134.650 to Km 170.6 of NH-66,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Kerala,08/2020,11/2021,05/2024,01/2028,2714.6,3557.65,2020.35,83.7,56.79,843.05,31.06,44,80,20,critical,High Risk (Critical),26.91
1106,618597,6L of Azhiyur-Vengalam from km. 189.200 to km. 230.400 of NH-66,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Kerala,10/2020,10/2021,07/2024,03/2028,3205.77,3898.46,2406.73,60.07,61.74,692.69,21.61,44,65,35,critical,High Risk (Critical),-1.67
1107,618598,6L Minor Bridge Paloli Palam at km. 203.160 & Major Bridge Morad at km. 204.895 and allied works,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Kerala,03/2020,12/2020,06/2022,09/2026,210.0,216.94,190.46,100.0,87.79,6.94,3.3,51,50,50,critical,High Risk (Critical),12.21
1108,618599,6L of Ramanatukkara Junction to start of Valanchery bypass section of NH-66,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Kerala,01/2021,01/2022,07/2024,08/2026,4919.46,4919.46,3765.27,100.0,76.54,0.0,0.0,25,25,75,critical,High Risk (Critical),23.46
1109,618600,6L of Valanchery bypass to Kappirikkad of NH 66 from km. 298500 to km 335850,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Kerala,02/2021,01/2022,07/2024,08/2026,4023.94,4023.94,2592.92,100.0,64.44,0.0,0.0,25,25,75,critical,High Risk (Critical),35.56
1110,618601,6L of Kappirikkad to Thalikulam section from km 335.85 to km 369.015 of NH - 66 old NH-17,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Kerala,06/2021,09/2022,01/2025,06/2027,4225.59,4225.59,3345.3,95.27,79.17,0.0,0.0,29,25,75,critical,High Risk (Critical),16.1
1111,618602,6L of Thalikulam to Kodugallur section from km 369.015 to km 397.850 of NH - 66 old NH-17,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Kerala,06/2021,09/2022,02/2025,06/2027,4302.06,4302.06,3312.68,95.05,77.0,0.0,0.0,28,25,75,critical,High Risk (Critical),18.05
1112,618603,6L of Kodugallur to Edapppally section from km 397.750 to km 423.780 of NH - 66 old NH-17,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Kerala,11/2021,10/2022,04/2025,05/2027,3465.82,3606.2,2178.55,71.11,60.41,140.38,4.05,25,35,65,critical,High Risk (Critical),10.7
1113,618604,Aroor-Thuravoor Thekku,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Kerala,08/2022,02/2023,01/2026,12/2026,2429.52,2382.83,1802.58,91.63,75.65,-46.69,-1.92,11,10,90,delayed,Watchlist (Amber),15.98
1114,618605,Thuravoor Thekku-Paravoor,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Kerala,09/2021,03/2022,09/2024,05/2027,2878.97,2638.67,2514.83,81.49,95.31,-240.3,-8.35,32,35,65,critical,High Risk (Critical),-13.82
1115,618606,Paravoor-Kottankulangara,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Kerala,12/2021,08/2022,02/2025,03/2027,3273.61,3200.24,2858.55,71.2,89.32,-73.37,-2.24,25,35,65,critical,High Risk (Critical),-18.12
1116,618607,Kottankulangara- Start of Kollam Bypass,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Kerala,06/2021,04/2022,10/2024,03/2027,2842.14,3680.49,2373.2,73.89,64.48,838.35,29.5,29,50,50,critical,High Risk (Critical),9.41
1117,618708,Widening/Development of Existing NH-85 from Km 0.000 to Km 124.636 section to 2L/LPS section in the state of Kerala on EPC Mode under Bharatmala Pariyojana,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Kerala,09/2022,06/2023,06/2025,03/2027,1187.47,1265.47,782.54,81.98,61.84,78.0,6.57,21,35,65,delayed,Watchlist (Amber),20.14
1118,619098,Kozhikode Bypass Calicut Bypass Vengalam Jn. to Ramanattukara Jn.,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Kerala,02/2018,02/2021,02/2023,08/2026,1424.77,2139.18,1066.67,98.75,49.86,714.41,50.14,42,80,20,critical,High Risk (Critical),48.89
1119,619206,6L of Perole Nileshwar town to Taliparamba from Km 94.248 to Km 134.650 of NH-66,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Kerala,06/2020,10/2021,01/2024,03/2027,3041.65,3867.66,2526.45,86.65,65.32,826.01,27.16,38,65,35,critical,High Risk (Critical),21.33
1120,619207,Start of Kollam Bypass - Kadambattukonam,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Kerala,06/2021,10/2022,03/2025,06/2027,2641.37,3309.06,1990.71,81.8,60.16,667.69,25.28,27,50,50,critical,High Risk (Critical),21.64
1121,619208,Kadambattukonam-Kazhakuttom,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Kerala,12/2021,07/2022,01/2025,05/2027,3635.64,3526.33,2124.13,44.34,60.24,-109.31,-3.01,28,35,65,critical,High Risk (Critical),-15.9
1122,618408,Kargil Zanskar Road,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Ladakh,03/2021,07/2021,01/2023,08/2026,398.37,398.37,337.19,97.1,84.64,0.0,0.0,43,40,60,critical,High Risk (Critical),12.46
1123,618409,Widening & Up-gradation to 2 lane with Paved shoulder of NH-301 Kargil- Zanskar Road from Design km 57.000 Ex. Km. 57.905 to Km 87.000 Ex. Km. 88.2491 of 30.000 Km length Pkg-lll,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Ladakh,03/2021,07/2021,01/2023,08/2026,381.01,381.01,313.34,91.01,82.24,0.0,0.0,43,40,60,critical,High Risk (Critical),8.77
1124,618410,Widening & Up-gradation to 2 lane with paved shoulder of NH-301 Kargil- Zanskar Road from Design Km .30.040 Ex. Km. 30.000 to Design Km 57.000 Ex. Km. 57.905 of 26.960 Km length Pkg-II,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Ladakh,03/2021,07/2021,01/2023,10/2026,404.89,404.89,360.06,84.94,88.93,0.0,0.0,45,40,60,critical,High Risk (Critical),-3.99
1125,617909,Construction of Rewa Bypass to 4-lane with paved shoulder along with service road from Ratahara Chowk to Chorhata Chowk Road section of NH-30 from km 00.000 to 19.200 in the State of Madhya Pradesh on Hybrid Annuity Mode HAM.,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,03/2024,02/2025,02/2027,02/2027,648.05,648.05,0.0,50.0,0.0,0.0,0.0,0,0,99,on-track,On Track (Green),50.0
1126,617911,Rehabilitation and upgradation Umaria to Shahdol section of NH-78 from Existing Km. 68/4 to Km. 142/2 to 2LPS including construction of Birshinghpur and Shahdol Bypass on EPC mode under NHDP-IVA,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,03/2015,08/2015,07/2017,08/2026,511.83,613.16,0.0,94.5,0.0,101.33,19.8,109,65,35,critical,High Risk (Critical),94.5
1127,617914,Upgradation and reconstruction of Shahpura-Dindori Section of NH 45 from Km 103.700 Design to Km 164.580 Design including 3 bypasses Total length 60.88km to Two lane with paved shoulder configuration along with One time improvement in 03 nos of bypassed built-up areas in a total length of 12.341 km in the State of Madhya Pradesh on EPC mode,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,03/2022,01/2024,12/2025,06/2027,241.23,250.09,50.78,41.25,20.3,8.86,3.67,18,35,65,delayed,Watchlist (Amber),20.95
1128,618019,Upgradation & widening of Jharkheda- Berasia - Dholkhedi from design km 0000 to km 87900 Design length 87.90km of NH-346 including 3 nos. bypasses of 13.10 Km in the State of Madhya Pradesh under EPC mode.,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,03/2022,05/2023,05/2025,09/2026,365.21,365.21,200.67,91.0,54.95,0.0,0.0,16,25,75,delayed,Watchlist (Amber),36.05
1129,618020,"Rehabilitation & Upgradation of KurwaiMungaoliChanderi Road section of NH-346, from Design Chainge 0.000 to 81.300 Km Total length 83.1 km to Two lane with paved shoulder configuration along with One time improvement in 07 nos of bypassed built- up areas in a total length of 22.615 km in the state of Madhya Pradesh on EPC mode.",MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,03/2022,02/2023,02/2025,12/2026,386.49,386.49,164.84,67.57,42.65,0.0,0.0,22,25,75,delayed,Watchlist (Amber),24.92
1130,618021,Up-gradation of Pichhore- Dinara section of NH-346 from Km 292.750 to 334.550 to two lane with paved shoulders in the state of Madhya Pradesh on EPC mode,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,02/2024,12/2025,06/2027,06/2027,425.97,425.97,0.0,36.85,0.0,0.0,0.0,0,0,99,on-track,On Track (Green),36.85
1131,618035,Rehabilitation & Upgradation of existing intermediate lane to two Lane with paved shoulder from km. 0.600 Gulganj bypass on NH-34 to km. 43.00 Barna River length 42.400 km. on Gulganj-Amanganj-Pawai-Katni NH43 Extn. in the state of Madhya Pradesh on EPCmode.,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,03/2023,11/2024,05/2026,12/2026,275.4,275.4,0.0,60.14,0.0,0.0,0.0,7,10,90,delayed,Watchlist (Amber),60.14
1132,618036,Upgradation and reconstruction of existing intermediate lane to two Lane with paved shoulder configuration from km. 43.00 Barna River to km. 77.00 ken river length 34.00 km. on Gulganj-Amanganj-Pawai-Katni NH43 Extn. along with One time improvement in 01 no. of bypassed built-up area in a total length of 1.585 km in the state of Madhya Pradesh on EPCmode.,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,03/2023,11/2024,11/2026,03/2027,315.55,315.55,0.0,43.0,0.0,0.0,0.0,4,10,90,delayed,Watchlist (Amber),43.0
1133,618043,Upgradation and reconstruction of Dindori - Mandla Section of NH 543 from Km 77100 Design to Km 170580 Design Total length 93.48km to Two lane with paved shoulder configuration along with One time improvement in 04 nos of bypassed built-up areas in a total length of 7.23 km in the state of Madhya Pradesh on EPC mode,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,03/2022,01/2024,07/2026,09/2026,492.12,523.71,0.0,88.0,0.0,31.59,6.42,2,20,80,delayed,Watchlist (Amber),88.0
1134,618044,Upgradation of Shahdol- Sagartola Section of NH 543 from km 0000 to km 69400 to 2 lane with paved shoulders under Hybrid Annuity Mode HAM in the State of Madhya Pradesh,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,02/2024,03/2026,03/2028,03/2028,851.4,851.4,0.0,0.0,0.0,0.0,0.0,0,0,99,on-track,On Track (Green),0.0
1135,618068,"Construction of Kaithi-Padaria Kala bypass, Patna-Tamoli bypass, Jaso bypass and Nagod bypass total length 15.44 Km to 2-lane with paved shoulders flexible pavement on NH-943 in the State of Madhya Pradesh on EPC Mode.",MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,03/2022,10/2023,10/2025,12/2026,158.36,158.36,36.36,62.8,22.96,0.0,0.0,14,25,75,delayed,Watchlist (Amber),39.84
1136,618085,Upgradation of Nasrullagani-Rehti-Budhni Scction to 2-lane with paved shoulder from Km 0150 to Km 50500 of NH-146B in the state of Madhya Pradesh on EPC mode.,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,12/2021,04/2023,10/2024,10/2026,305.12,293.74,0.0,92.33,0.0,-11.38,-3.73,24,25,75,delayed,Watchlist (Amber),92.33
1137,618129,"Construction of Kasrawad bypass, Selani bypass, Khargone bypass & Bistan bypass Total length. 31.950 km Section of NH-347 C to Two lane with paved shoulder configuration in the State of Madhya Pradesh on EPC mode.",MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,03/2023,12/2024,12/2026,12/2026,467.93,467.93,167.65,99.15,35.83,0.0,0.0,0,0,99,on-track,On Track (Green),63.32
1138,618156,"Construction of Morena bypass, Ambah bypass & Porsa bypass Totat length 27.16 km Section of NH-552 Ext. to TWo lane with paved shoulder configuration in the state of Madhya Pradesh on EPC mode",MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,02/2023,10/2024,10/2026,10/2026,492.66,492.66,0.0,73.5,0.0,0.0,0.0,0,0,99,on-track,On Track (Green),73.5
1139,618157,Construction of Ater realignment & Bhind bypass Total length. 21.50 km Section of NH-552Extn. to Two lane with paved shoulder configuration in the State of Madhya Pradesh on EPC mode.,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,03/2023,12/2024,06/2026,12/2026,348.06,348.06,79.84,79.0,22.94,0.0,0.0,6,10,90,delayed,Watchlist (Amber),56.06
1140,618158,"Upgradation of Goras to Shyampur Road section of NH-552 Ext., from Design Chainge 48.400 to 111.800 Km Total length 63.40 km to two lane with paved shoulder configuration along with One time improvement of 8.91 km in the state of Madhya Pradesh on EPC mode",MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,03/2023,12/2024,12/2026,12/2026,416.96,416.96,0.0,16.52,0.0,0.0,0.0,0,0,99,on-track,On Track (Green),16.52
1141,618170,Construction of Two lane with paved shoulder configuration of Shujalpur Bypass section of NH-752C from km 33100 Design to km. 42570 Design total design length 10.470 km in the State of Madhya Pradesh on EPC mode.,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,03/2023,03/2024,09/2025,12/2026,214.07,214.07,38.07,46.33,17.78,0.0,0.0,15,25,75,delayed,Watchlist (Amber),28.55
1142,618171,"Work of Upgradation of Jirapur-Pachore Road including Pachore, Jirapur, Chhapiheda & Khujner Bypasses from 0000 to 58790 Design Length 58.79 Km section of NH-752C to 2LPS in the State of Madhya Pradesh under EPC mode",MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,03/2022,01/2024,01/2026,12/2026,352.69,352.69,98.96,57.26,28.06,0.0,0.0,11,10,90,delayed,Watchlist (Amber),29.2
1143,618619,Bypass on Western side of Gwalior City,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,03/2025,01/2026,01/2028,01/2028,998.95,998.95,195.31,0.0,19.55,0.0,0.0,0,10,90,on-track,On Track (Green),-19.55
